contract_sk,contract_id,adviser_sk,client_sk,product_sk,signing_date_sk,contract_value,commission,premium_monthly,duration_months,status
2189,C-0002189,32,131,5,20220110,138187.41,6401.73,2303.12,60,Active
2190,C-0002190,19,863,20,20260219,500606.46,5465.01,1668.69,300,Active
2191,C-0002191,12,509,13,20220414,249454.94,4255.24,,60,Completed
2192,C-0002192,9,788,13,20200707,230866.57,4364.86,,12,Active
2193,C-0002193,32,13,1,20210706,69301.15,3445.88,231.0,300,Active
2194,C-0002194,28,485,13,20200415,14007.83,328.13,,12,Active
2195,C-0002195,38,1313,14,20200812,207650.29,3938.65,,24,Active
2196,C-0002196,8,23,9,20260107,126425.85,5307.55,421.42,300,Active
2197,C-0002197,16,1309,19,20200313,182785.94,1582.86,507.74,360,Active
2198,C-0002198,13,943,1,20250419,251157.82,11748.99,697.66,360,Active
2199,C-0002199,46,383,20,20261014,356667.66,4076.67,1188.89,300,Active
2200,C-0002200,34,715,20,20260603,601625.48,5848.72,5013.55,120,Cancelled
2201,C-0002201,45,1210,10,20260831,100930.0,3646.06,560.72,180,Active
2202,C-0002202,49,585,10,20260625,113339.16,5372.54,629.66,180,Active
2203,C-0002203,8,1472,3,20231102,67255.17,2712.12,224.18,300,Active
2204,C-0002204,23,816,12,20261112,133289.34,2434.82,,36,Active
2205,C-0002205,8,1011,6,20240425,91582.11,3935.58,763.18,120,Active
2206,C-0002206,7,861,14,20251119,96211.77,1720.06,,60,Active
2207,C-0002207,45,316,14,20250422,9559.87,153.76,,60,Cancelled
2208,C-0002208,26,1033,13,20220722,5976.79,105.04,,12,Active
2209,C-0002209,48,1487,7,20240611,103729.81,3431.97,864.42,120,Active
2210,C-0002210,25,1079,16,20230130,202622.9,3754.25,,12,Active
2211,C-0002211,16,1210,5,20220414,30990.2,1141.54,258.25,120,Active
2212,C-0002212,26,438,9,20200904,13209.09,502.02,73.38,180,Completed
2213,C-0002213,8,1173,15,20260715,146714.11,2722.21,,60,Active
2214,C-0002214,21,1472,17,20221101,546057.51,5529.42,2275.24,240,Active
2215,C-0002215,13,661,11,20241230,98309.13,1669.73,,24,Active
2216,C-0002216,26,1407,18,20230413,422004.25,4299.28,7033.4,60,Completed
2217,C-0002217,6,1111,8,20211109,149103.94,6427.13,621.27,240,Completed
2218,C-0002218,26,886,4,20230605,234191.54,10135.54,780.64,300,Active
2219,C-0002219,14,1398,5,20201207,105079.47,4377.53,437.83,240,Active
2220,C-0002220,9,660,13,20210906,73695.76,1202.67,,120,Active
2221,C-0002221,27,1265,13,20260107,233823.29,5416.79,,60,Active
2222,C-0002222,44,1453,9,20210211,28974.0,1146.63,241.45,120,Active
2223,C-0002223,48,374,11,20200225,163622.98,2679.14,,24,Active
2224,C-0002224,12,1058,1,20211214,44798.29,2344.61,373.32,120,Active
2225,C-0002225,38,306,10,20260324,76723.38,2541.82,255.74,300,Active
2226,C-0002226,23,551,16,20241030,84187.06,1563.24,,12,Active
2227,C-0002227,31,1165,13,20241030,16279.58,381.07,,36,Active
2228,C-0002228,1,1468,7,20251029,84911.55,3017.6,1415.19,60,Completed
2229,C-0002229,45,1485,8,20250616,35949.39,1239.38,149.79,240,Cancelled
2230,C-0002230,5,849,16,20260317,113451.28,2238.95,,24,Active
2231,C-0002231,35,58,2,20260624,382877.82,18391.99,2127.1,180,Active
2232,C-0002232,3,687,7,20240419,85984.2,2823.53,358.27,240,Active
2233,C-0002233,6,1491,17,20251008,657304.22,5614.09,3651.69,180,Active
2234,C-0002234,19,38,10,20240923,110549.06,3771.54,460.62,240,Completed
2235,C-0002235,31,929,16,20221209,195812.3,3707.63,,24,Active
2236,C-0002236,1,82,1,20210917,339905.8,16517.38,2832.55,120,Active
2237,C-0002237,17,844,17,20250206,563651.82,5313.73,2348.55,240,Active
2238,C-0002238,14,214,15,20230829,68281.92,1417.54,,120,Active
2239,C-0002239,41,1110,19,20241216,589287.97,6059.61,2455.37,240,Completed
2240,C-0002240,37,876,20,20200327,652715.43,5894.51,1813.1,360,Active
2241,C-0002241,43,1439,11,20250808,203839.17,3284.59,,36,Active
2242,C-0002242,9,270,14,20250320,194219.23,3785.75,,24,Cancelled
2243,C-0002243,11,1472,9,20231102,134512.3,4522.69,2241.87,60,Active
2244,C-0002244,23,1262,18,20220106,663907.11,5509.45,11065.12,60,Cancelled
2245,C-0002245,12,1403,8,20230225,41464.29,1329.57,691.07,60,Active
2246,C-0002246,38,1441,6,20260529,24933.25,874.9,83.11,300,Cancelled
2247,C-0002247,11,699,10,20221013,30030.62,1388.38,83.42,360,Active
2248,C-0002248,37,1078,17,20201228,587258.3,4848.91,1957.53,300,Cancelled
2249,C-0002249,35,119,7,20220422,70286.43,2972.23,195.24,360,Active
2250,C-0002250,49,158,10,20261130,14771.92,596.11,61.55,240,Active
2251,C-0002251,34,1178,9,20240313,88452.51,3354.23,491.4,180,Cancelled
2252,C-0002252,37,878,9,20241022,61755.18,2720.23,343.08,180,Active
2253,C-0002253,39,495,19,20261020,642531.06,6134.43,1784.81,360,Completed
2254,C-0002254,4,1113,15,20200601,40232.99,770.85,,12,Completed
2255,C-0002255,7,858,14,20220405,22751.16,436.96,,12,Cancelled
2256,C-0002256,23,1023,15,20240828,171727.19,3305.89,,36,Active
2257,C-0002257,36,722,13,20200911,81973.48,1804.47,,36,Cancelled
2258,C-0002258,4,792,9,20230831,73187.74,2663.56,1219.8,60,Active
2259,C-0002259,48,118,14,20220702,202472.44,4625.82,,36,Active
2260,C-0002260,17,620,12,20211027,65327.79,1100.91,,24,Completed
2261,C-0002261,10,414,19,20210531,528135.64,6195.99,8802.26,60,Active
2262,C-0002262,22,963,18,20260127,798678.08,6443.7,6655.65,120,Active
2263,C-0002263,3,1275,15,20220201,6930.2,124.47,,24,Cancelled
2264,C-0002264,4,356,5,20200424,137864.51,5542.58,574.44,240,Active
2265,C-0002265,2,1247,2,20250610,225411.79,12334.01,1878.43,120,Active
2266,C-0002266,42,888,3,20240619,100784.64,5377.81,1679.74,60,Completed
2267,C-0002267,36,277,16,20251119,149901.41,3439.35,,120,Active
2268,C-0002268,27,1249,5,20211122,85509.61,2886.14,475.05,180,Active
2269,C-0002269,27,1416,11,20230613,228764.5,4509.48,,36,Cancelled
2270,C-0002270,15,1174,1,20211004,237754.02,11879.45,660.43,360,Active
2271,C-0002271,3,288,11,20240808,146950.54,3089.41,,120,Active
2272,C-0002272,46,91,6,20250812,108997.92,3925.62,908.32,120,Cancelled
2273,C-0002273,23,1067,12,20211217,228014.2,4743.54,,24,Completed
2274,C-0002274,3,466,1,20200903,198084.66,11268.58,1650.71,120,Active
2275,C-0002275,26,1249,15,20220722,118848.92,2407.97,,60,Cancelled
2276,C-0002276,19,1407,10,20230829,14670.59,680.56,40.75,360,Active
2277,C-0002277,43,656,1,20250704,210326.9,11587.39,1752.72,120,Active
2278,C-0002278,7,1169,13,20221209,174690.18,3921.42,,36,Active
2279,C-0002279,46,739,8,20250122,29405.71,1360.43,490.1,60,Active
2280,C-0002280,35,600,20,20260701,629720.8,5455.26,2623.84,240,Active
2281,C-0002281,12,1210,15,20210630,49732.51,796.71,,60,Cancelled
2282,C-0002282,6,960,3,20231016,161181.58,9611.99,537.27,300,Active
2283,C-0002283,41,640,5,20221125,133521.33,6031.59,741.79,180,Active
2284,C-0002284,9,943,1,20250128,374754.39,21944.5,3122.95,120,Active
2285,C-0002285,2,311,16,20260310,31523.68,661.92,,120,Active
2286,C-0002286,22,559,19,20260210,139629.81,1512.71,581.79,240,Active
2287,C-0002287,34,915,15,20240125,15795.95,365.02,,36,Active
2288,C-0002288,22,643,3,20210601,258305.56,12632.02,1076.27,240,Active
2289,C-0002289,14,948,18,20230808,478550.84,5140.58,1993.96,240,Active
2290,C-0002290,42,620,3,20220803,141754.13,7378.38,472.51,300,Cancelled
2291,C-0002291,37,540,13,20231108,43576.77,985.45,,24,Active
2292,C-0002292,48,981,7,20221017,81142.93,3714.72,1352.38,60,Active
2293,C-0002293,45,1368,19,20240320,379403.68,3200.31,6323.39,60,Active
2294,C-0002294,7,317,11,20260702,185080.48,3771.47,,120,Active
2295,C-0002295,7,1047,18,20250515,466096.32,4450.23,1294.71,360,Completed
2296,C-0002296,27,1465,1,20250429,266565.28,13266.71,1110.69,240,Cancelled
2297,C-0002297,9,450,2,20230515,351769.01,14401.95,1172.56,300,Active
2298,C-0002298,15,563,18,20260504,200784.97,2050.64,1673.21,120,Active
2299,C-0002299,3,497,14,20241231,166015.53,3463.05,,60,Active
2300,C-0002300,38,1495,16,20260121,83320.1,1673.76,,60,Cancelled
2301,C-0002301,36,906,7,20210826,54056.29,2327.03,900.94,60,Active
2302,C-0002302,7,662,6,20220421,126780.33,5392.12,1056.5,120,Active
2303,C-0002303,9,1319,11,20200827,111114.62,2582.36,,36,Active
2304,C-0002304,19,1456,20,20251003,572851.3,6276.5,1909.5,300,Active
2305,C-0002305,7,157,10,20220307,58308.45,2340.83,485.9,120,Active
2306,C-0002306,10,465,16,20261105,237841.51,5044.91,,12,Completed
2307,C-0002307,8,665,2,20240523,95411.8,4838.82,397.55,240,Active
2308,C-0002308,45,897,18,20260224,521218.34,5720.17,1737.39,300,Active
2309,C-0002309,15,1309,15,20261026,135356.26,3111.8,,24,Completed
2310,C-0002310,30,969,9,20240109,56788.27,2282.78,315.49,180,Active
2311,C-0002311,21,45,8,20200618,123813.4,4800.51,515.89,240,Active
2312,C-0002312,37,1356,5,20210616,93907.62,3725.9,391.28,240,Active
2313,C-0002313,11,1232,19,20260515,761432.3,7206.35,2115.09,360,Active
2314,C-0002314,14,1456,15,20200406,59913.31,1202.6,,120,Active
2315,C-0002315,47,624,3,20240701,145942.16,6912.66,405.39,360,Cancelled
2316,C-0002316,26,142,8,20231107,37862.68,1393.4,157.76,240,Active
2317,C-0002317,2,956,9,20260518,82943.9,3428.01,345.6,240,Active
2318,C-0002318,12,1490,13,20201109,211946.64,4593.34,,60,Active
2319,C-0002319,45,998,19,20211116,349715.61,3194.21,5828.59,60,Cancelled
2320,C-0002320,23,27,20,20260821,180433.2,1489.4,3007.22,60,Completed
2321,C-0002321,40,148,3,20240709,215175.71,9011.75,717.25,300,Cancelled
2322,C-0002322,47,983,4,20220915,106612.1,5891.83,592.29,180,Completed
2323,C-0002323,36,922,19,20220105,278601.88,2855.62,773.89,360,Active
2324,C-0002324,39,830,5,20220107,90766.24,3948.64,756.39,120,Active
2325,C-0002325,10,870,8,20260925,145808.55,6463.75,2430.14,60,Active
2326,C-0002326,50,384,1,20201024,238552.43,12623.29,993.97,240,Completed
2327,C-0002327,27,851,14,20221124,95523.67,1879.66,,120,Cancelled
2328,C-0002328,16,570,1,20210319,73028.94,3378.97,304.29,240,Cancelled
2329,C-0002329,9,1393,2,20241122,71082.37,4050.32,592.35,120,Active
2330,C-0002330,32,868,20,20231116,511868.17,4176.06,4265.57,120,Completed
2331,C-0002331,35,927,16,20240419,90804.69,1990.71,,12,Active
2332,C-0002332,20,56,10,20240425,45031.34,1731.8,250.17,180,Active
2333,C-0002333,26,890,12,20260304,17541.44,323.33,,60,Active
2334,C-0002334,16,1003,13,20250407,203761.92,3439.57,,60,Active
2335,C-0002335,46,782,3,20260403,235692.43,13115.32,1309.4,180,Active
2336,C-0002336,36,1404,12,20230126,146496.66,2529.06,,24,Completed
2337,C-0002337,2,444,9,20260630,122724.46,4513.57,2045.41,60,Cancelled
2338,C-0002338,23,704,18,20200611,326363.46,3880.86,906.57,360,Active
2339,C-0002339,20,1400,7,20211015,125602.81,5590.42,697.79,180,Active
2340,C-0002340,15,1173,16,20200102,36889.1,747.65,,120,Active
2341,C-0002341,19,775,8,20250212,143721.8,4751.11,798.45,180,Active
2342,C-0002342,10,733,12,20200825,172286.16,3159.61,,24,Active
2343,C-0002343,22,438,19,20200611,420591.91,4234.62,1401.97,300,Completed
2344,C-0002344,16,903,1,20230621,130015.03,6717.0,722.31,180,Active
2345,C-0002345,26,1029,4,20200512,215256.46,8833.12,717.52,300,Active
2346,C-0002346,14,1193,18,20200803,436296.28,3914.81,2423.87,180,Active
2347,C-0002347,30,350,3,20240603,115064.84,5599.36,383.55,300,Cancelled
2348,C-0002348,34,200,1,20200424,204636.39,10430.33,682.12,300,Active
2349,C-0002349,34,109,17,20221104,324058.45,2982.88,1800.32,180,Active
2350,C-0002350,47,406,1,20210916,74259.4,3605.76,247.53,300,Completed
2351,C-0002351,13,26,3,20221031,161469.34,7309.0,448.53,360,Active
2352,C-0002352,23,1326,7,20241104,12863.33,608.99,53.6,240,Active
2353,C-0002353,11,591,1,20250310,276606.45,16128.99,2305.05,120,Active
2354,C-0002354,7,646,5,20200710,8959.73,345.32,149.33,60,Active
2355,C-0002355,31,512,19,20210610,496472.86,4009.7,2068.64,240,Active
2356,C-0002356,3,65,5,20261209,23665.12,1080.22,131.47,180,Active
2357,C-0002357,26,774,19,20201223,191344.19,2039.61,3189.07,60,Active
2358,C-0002358,14,525,20,20230927,630255.84,7185.76,10504.26,60,Active
2359,C-0002359,26,372,19,20230815,170720.12,1521.34,1422.67,120,Cancelled
2360,C-0002360,43,521,4,20220508,322710.69,13930.28,896.42,360,Completed
2361,C-0002361,37,819,10,20220202,53322.2,1891.09,444.35,120,Completed
2362,C-0002362,17,1196,20,20230802,409902.9,4579.52,3415.86,120,Active
2363,C-0002363,25,507,9,20230123,30210.81,993.09,100.7,300,Active
2364,C-0002364,19,1356,16,20240104,157025.39,3601.5,,24,Active
2365,C-0002365,25,829,12,20251105,45982.04,909.3,,24,Active
2366,C-0002366,26,681,6,20231210,149605.43,7137.58,623.36,240,Active
2367,C-0002367,26,505,16,20260209,191479.59,3661.22,,24,Active
2368,C-0002368,19,969,20,20250625,741285.67,7165.24,12354.76,60,Active
2369,C-0002369,11,591,8,20260224,63626.37,2628.13,353.48,180,Completed
2370,C-0002370,22,1366,9,20210819,138951.57,5321.97,385.98,360,Active
2371,C-0002371,9,1299,19,20260302,589119.48,6361.81,2454.66,240,Active
2372,C-0002372,50,796,11,20230616,187488.54,3230.95,,24,Active
2373,C-0002373,46,938,10,20260116,19972.37,790.85,166.44,120,Active
2374,C-0002374,15,664,14,20211124,237823.73,5222.51,,120,Cancelled
2375,C-0002375,31,505,10,20240905,64569.52,2405.63,179.36,360,Active
2376,C-0002376,41,964,4,20240219,169452.62,8602.77,941.4,180,Active
2377,C-0002377,5,851,20,20200902,626435.53,6913.13,1740.1,360,Completed
2378,C-0002378,46,403,17,20241112,158311.69,1515.77,527.71,300,Active
2379,C-0002379,9,778,8,20200529,8352.61,375.05,34.8,240,Active
2380,C-0002380,31,988,1,20260917,378334.24,17205.66,1261.11,300,Cancelled
2381,C-0002381,19,1176,1,20210616,231254.14,9897.39,642.37,360,Active
2382,C-0002382,42,610,4,20250625,392037.38,18803.93,3266.98,120,Active
2383,C-0002383,42,1297,6,20210224,51880.64,1890.92,432.34,120,Completed
2384,C-0002384,43,223,10,20230322,54948.54,2114.82,457.9,120,Active
2385,C-0002385,1,441,19,20221007,702402.21,7273.04,3902.23,180,Active
2386,C-0002386,8,372,17,20240629,692536.39,5761.69,1923.71,360,Active
2387,C-0002387,44,840,13,20230228,180214.11,3701.1,,12,Active
2388,C-0002388,23,452,14,20240314,171118.15,3491.77,,24,Active
2389,C-0002389,2,233,13,20221024,28644.17,538.49,,120,Active
2390,C-0002390,6,399,19,20210802,521142.37,5693.75,8685.71,60,Active
2391,C-0002391,35,1346,9,20250807,36239.41,1691.74,151.0,240,Cancelled
2392,C-0002392,41,1118,9,20250731,82354.47,2767.63,1372.57,60,Active
2393,C-0002393,43,444,2,20200406,382905.1,21940.27,1595.44,240,Cancelled
2394,C-0002394,42,1341,18,20241220,163798.63,1572.77,909.99,180,Active
2395,C-0002395,46,331,3,20260403,313230.44,12827.17,1740.17,180,Active
2396,C-0002396,8,828,17,20260601,493274.87,5685.88,2055.31,240,Cancelled
2397,C-0002397,20,296,3,20201106,352944.99,18368.82,2941.21,120,Completed
2398,C-0002398,21,1134,7,20211029,42383.46,1963.42,235.46,180,Active
2399,C-0002399,4,1425,2,20230508,99621.35,4378.32,415.09,240,Cancelled
2400,C-0002400,7,421,4,20260612,204552.12,12024.44,681.84,300,Active
2401,C-0002401,6,1015,3,20201023,143091.69,7098.93,397.48,360,Completed
2402,C-0002402,9,622,4,20260506,241527.37,11155.85,4025.46,60,Active
2403,C-0002403,46,181,1,20220110,81397.35,4774.53,271.32,300,Active
2404,C-0002404,9,993,18,20260716,421563.6,4438.22,2342.02,180,Active
2405,C-0002405,26,1006,20,20220831,249188.73,2428.23,830.63,300,Completed
2406,C-0002406,3,1305,7,20230630,92753.46,3322.57,1545.89,60,Active
2407,C-0002407,20,347,4,20210929,269896.1,12841.39,899.65,300,Active
2408,C-0002408,6,688,12,20210710,72421.8,1186.49,,24,Active
2409,C-0002409,27,137,20,20221104,564421.61,6695.87,4703.51,120,Active
2410,C-0002410,46,1018,12,20250306,85609.52,2053.49,,24,Completed
2411,C-0002411,5,1450,1,20230407,72793.66,3440.64,303.31,240,Active
2412,C-0002412,31,800,20,20240326,293142.07,2961.57,1628.57,180,Active
2413,C-0002413,7,1211,20,20261208,254634.0,2096.51,1414.63,180,Active
2414,C-0002414,14,749,11,20220720,109306.1,2053.09,,60,Active
2415,C-0002415,6,934,5,20210203,128501.98,4490.85,356.95,360,Active
2416,C-0002416,1,976,12,20200227,102463.22,1660.63,,60,Active
2417,C-0002417,8,456,10,20200114,129558.11,5501.37,719.77,180,Completed
2418,C-0002418,17,83,17,20250707,553797.39,6559.22,4614.98,120,Active
2419,C-0002419,30,838,4,20231017,353240.54,14153.86,981.22,360,Active
2420,C-0002420,36,278,9,20231003,148299.94,6653.82,2471.67,60,Active
2421,C-0002421,8,720,14,20260203,43788.13,876.29,,12,Active
2422,C-0002422,12,1139,5,20210201,38258.43,1562.3,318.82,120,Active
2423,C-0002423,13,734,9,20261231,73301.16,3361.68,244.34,300,Active
2424,C-0002424,40,549,10,20230302,9632.72,350.31,160.55,60,Completed
2425,C-0002425,8,505,8,20220606,59088.73,2629.93,164.14,360,Active
2426,C-0002426,10,338,11,20250513,50171.5,1190.94,,60,Active
2427,C-0002427,20,241,5,20240624,138912.69,4462.22,578.8,240,Cancelled
2428,C-0002428,43,952,12,20230901,239212.63,4892.42,,12,Active
2429,C-0002429,7,1274,18,20220105,112035.54,928.9,622.42,180,Completed
2430,C-0002430,9,1046,11,20250430,62161.03,1032.97,,36,Active
2431,C-0002431,20,1288,9,20201125,46747.13,1911.52,194.78,240,Active
2432,C-0002432,15,47,3,20220913,263792.58,14108.34,879.31,300,Completed
2433,C-0002433,48,466,16,20230403,245372.02,5023.74,,12,Active
2434,C-0002434,44,1486,4,20260504,273701.07,11480.92,760.28,360,Active
2435,C-0002435,1,654,8,20250912,124192.8,4773.97,413.98,300,Active
2436,C-0002436,41,627,12,20241119,228911.71,5098.78,,120,Active
2437,C-0002437,30,1235,9,20261002,32053.01,1484.59,534.22,60,Active
2438,C-0002438,38,1245,2,20250811,281998.77,13306.32,2349.99,120,Active
2439,C-0002439,30,942,13,20210907,18536.04,303.76,,36,Active
2440,C-0002440,28,652,9,20210102,58831.92,2723.85,980.53,60,Active
2441,C-0002441,42,1131,8,20200529,65646.93,2689.04,364.71,180,Active
2442,C-0002442,28,1262,1,20240418,214570.74,9417.3,596.03,360,Active
2443,C-0002443,12,662,13,20250814,75348.72,1387.2,,60,Completed
2444,C-0002444,10,514,18,20210322,297388.93,2598.21,826.08,360,Active
2445,C-0002445,50,259,1,20220225,311381.1,14161.03,1297.42,240,Active
2446,C-0002446,7,671,11,20230928,63156.93,1451.65,,120,Active
2447,C-0002447,27,357,10,20251103,127647.46,5279.42,2127.46,60,Active
2448,C-0002448,32,126,13,20210903,5706.68,103.98,,36,Completed
2449,C-0002449,48,1229,8,20220113,100288.05,4205.01,557.16,180,Active
2450,C-0002450,9,1076,8,20220915,128006.9,4756.04,426.69,300,Active
2451,C-0002451,28,377,1,20260503,366426.4,15681.74,1526.78,240,Active
2452,C-0002452,20,322,20,20240314,163452.11,1410.87,681.05,240,Completed
2453,C-0002453,12,245,1,20220707,134773.48,6488.73,449.24,300,Active
2454,C-0002454,35,11,6,20221010,135477.83,5164.31,1128.98,120,Cancelled
2455,C-0002455,15,1201,12,20210204,188378.02,4477.63,,12,Active
2456,C-0002456,12,310,18,20200424,646164.52,7292.16,10769.41,60,Active
2457,C-0002457,16,434,19,20220812,134124.26,1382.26,372.57,360,Active
2458,C-0002458,4,1324,20,20200225,441049.5,4593.45,7350.82,60,Active
2459,C-0002459,23,772,11,20250103,108711.15,2067.06,,24,Active
2460,C-0002460,43,634,16,20200107,17869.6,391.7,,36,Active
2461,C-0002461,20,705,20,20250203,668326.83,5727.9,11138.78,60,Cancelled
2462,C-0002462,46,1286,5,20230413,112720.48,3756.47,469.67,240,Cancelled
2463,C-0002463,20,904,18,20250219,637865.68,5829.74,2657.77,240,Completed
2464,C-0002464,20,723,15,20210514,5186.44,113.69,,120,Active
2465,C-0002465,31,862,4,20241224,369598.75,19737.16,1539.99,240,Active
2466,C-0002466,5,257,12,20200309,45845.2,906.24,,60,Active
2467,C-0002467,35,1122,18,20200520,160578.38,1734.43,892.1,180,Active
2468,C-0002468,48,234,20,20220926,141911.87,1210.25,2365.2,60,Active
2469,C-0002469,45,876,15,20210607,7962.02,167.47,,60,Active
2470,C-0002470,25,1200,5,20210201,33771.26,1343.44,112.57,300,Completed
2471,C-0002471,46,1050,13,20220728,205046.39,4128.51,,36,Active
2472,C-0002472,43,639,16,20210506,22779.44,416.6,,24,Active
2473,C-0002473,41,1102,8,20231214,70765.6,2645.67,589.71,120,Active
2474,C-0002474,17,896,8,20220531,106940.66,3547.26,891.17,120,Active
2475,C-0002475,9,981,17,20250415,696019.69,6626.08,5800.16,120,Active
2476,C-0002476,48,1018,9,20221121,19975.82,849.89,166.47,120,Active
2477,C-0002477,3,194,11,20200908,224088.16,5233.53,,24,Active
2478,C-0002478,49,877,1,20220930,329519.54,18478.33,2746.0,120,Active
2479,C-0002479,5,296,15,20230601,216718.06,4987.68,,36,Cancelled
2480,C-0002480,36,749,11,20240916,235880.65,4190.39,,24,Active
2481,C-0002481,38,904,13,20230801,154171.57,3672.28,,36,Active
2482,C-0002482,20,1451,6,20220728,28879.58,1300.34,96.27,300,Active
2483,C-0002483,30,1185,10,20201126,63985.42,2188.91,1066.42,60,Active
2484,C-0002484,10,1377,11,20200519,97003.22,2272.83,,12,Active
2485,C-0002485,36,368,5,20240307,113850.6,5238.61,316.25,360,Active
2486,C-0002486,14,528,11,20241017,176134.03,3683.16,,120,Active
2487,C-0002487,31,1346,5,20220808,15577.64,641.93,86.54,180,Active
2488,C-0002488,34,1127,5,20261120,119176.2,4371.78,496.57,240,Active
2489,C-0002489,41,950,1,20260102,129012.31,6050.39,537.55,240,Active
2490,C-0002490,4,940,4,20200303,348327.2,15962.49,967.58,360,Active
2491,C-0002491,40,1394,20,20251120,470789.85,3942.6,1961.62,240,Cancelled
2492,C-0002492,10,1421,5,20200522,117254.83,4114.36,325.71,360,Active
2493,C-0002493,36,820,9,20250513,50915.14,2214.01,212.15,240,Active
2494,C-0002494,38,874,13,20210527,50888.33,1070.75,,24,Active
2495,C-0002495,4,1475,5,20240924,133075.72,6015.96,2217.93,60,Active
2496,C-0002496,14,420,9,20261214,23342.53,1052.13,77.81,300,Active
2497,C-0002497,11,1416,15,20231013,169572.38,3230.05,,120,Active
2498,C-0002498,45,1387,3,20211008,284978.51,13571.76,1583.21,180,Cancelled
2499,C-0002499,40,759,14,20260603,219423.6,4562.95,,12,Active
2500,C-0002500,44,757,2,20250507,63215.36,2766.05,351.2,180,Active
2501,C-0002501,1,159,19,20201002,751369.92,7135.61,2087.14,360,Active
2502,C-0002502,50,1416,13,20260407,29211.66,548.01,,120,Active
2503,C-0002503,37,1182,18,20240621,714442.54,6334.93,2381.48,300,Active
2504,C-0002504,20,126,2,20211125,128619.68,6786.12,2143.66,60,Active
2505,C-0002505,48,438,13,20251102,97470.6,1956.41,,12,Active
2506,C-0002506,21,939,4,20220329,124287.38,6576.61,517.86,240,Active
2507,C-0002507,28,1058,7,20260709,11099.1,468.68,184.99,60,Active
2508,C-0002508,40,538,15,20200401,29277.48,665.37,,60,Cancelled
2509,C-0002509,7,830,20,20260414,126041.23,1456.32,350.11,360,Active
2510,C-0002510,7,893,18,20200826,552086.63,4867.65,1533.57,360,Active
2511,C-0002511,8,175,13,20231226,107224.73,2400.83,,60,Active
2512,C-0002512,13,1360,13,20210524,110758.1,2285.29,,120,Active
2513,C-0002513,23,1099,16,20210614,217706.71,4736.28,,12,Active
2514,C-0002514,31,671,12,20230130,161618.71,2672.49,,36,Active
2515,C-0002515,42,1344,12,20240226,63234.61,1493.28,,24,Completed
2516,C-0002516,10,194,6,20230412,45931.86,1754.89,127.59,360,Completed
2517,C-0002517,39,549,16,20260703,85117.47,1391.37,,36,Active
2518,C-0002518,1,311,16,20250709,151978.58,2684.57,,24,Active
2519,C-0002519,27,881,6,20240223,135637.77,5343.1,565.16,240,Completed
2520,C-0002520,50,126,8,20210224,41981.71,1390.19,233.23,180,Active
2521,C-0002521,16,10,17,20250818,359431.68,3306.52,5990.53,60,Active
2522,C-0002522,35,257,7,20260316,141499.65,4545.32,471.67,300,Completed
2523,C-0002523,35,974,15,20230414,191850.38,3413.03,,24,Cancelled
2524,C-0002524,9,654,4,20201124,65930.82,3639.32,366.28,180,Active
2525,C-0002525,4,18,17,20230206,745079.2,6551.99,2483.6,300,Active
2526,C-0002526,10,397,3,20220125,38258.98,1638.67,212.55,180,Active
2527,C-0002527,47,991,7,20251210,133824.96,6347.18,743.47,180,Active
2528,C-0002528,50,875,15,20260717,246392.99,4127.45,,120,Active
2529,C-0002529,50,1250,19,20230116,541627.77,4567.73,3009.04,180,Completed
2530,C-0002530,43,1249,13,20250123,192876.98,3713.61,,12,Active
2531,C-0002531,2,1260,8,20241230,33241.85,1478.05,554.03,60,Active
2532,C-0002532,48,1460,10,20220721,142021.58,6786.16,591.76,240,Completed
2533,C-0002533,6,1187,20,20200713,240203.53,2588.97,2001.7,120,Active
2534,C-0002534,49,583,20,20230508,592394.3,5825.97,3291.08,180,Active
2535,C-0002535,42,235,2,20200729,309659.95,14458.49,860.17,360,Cancelled
2536,C-0002536,28,1452,2,20251021,303184.22,12710.59,5053.07,60,Active
2537,C-0002537,25,1148,1,20240102,31677.4,1287.81,131.99,240,Active
2538,C-0002538,34,1140,9,20260607,127480.85,5934.97,424.94,300,Active
2539,C-0002539,25,1008,11,20260407,73677.55,1473.78,,24,Active
2540,C-0002540,6,517,4,20220909,127801.45,6141.93,426.0,300,Cancelled
2541,C-0002541,20,1391,17,20251028,746889.02,8917.71,3112.04,240,Completed
2542,C-0002542,49,285,1,20250922,353106.63,14771.29,1471.28,240,Active
2543,C-0002543,28,1104,12,20220502,38270.67,771.06,,36,Completed
2544,C-0002544,47,264,19,20220111,731149.2,8740.16,3046.45,240,Active
2545,C-0002545,10,43,2,20231027,281898.32,15417.79,783.05,360,Active
2546,C-0002546,22,177,3,20240215,135593.8,7447.58,2259.9,60,Active
2547,C-0002547,8,821,11,20260907,71391.23,1612.81,,60,Active
2548,C-0002548,16,656,2,20260416,354061.13,19091.5,2950.51,120,Completed
2549,C-0002549,1,184,7,20260508,60301.47,2617.34,502.51,120,Active
2550,C-0002550,42,481,2,20200617,243946.5,12325.75,813.15,300,Active
2551,C-0002551,39,92,4,20210319,296305.0,16649.63,1646.14,180,Active
2552,C-0002552,23,1114,8,20260303,53708.74,2536.63,895.15,60,Active
2553,C-0002553,15,102,6,20260619,95624.03,3137.34,265.62,360,Active
